set_id,lat,lon,station,strata_strate,day_jour,month_mois,year_année,season_saison,scientificName_Nom_scientifique,scientificNameID_Identifiant_du_nom_scientifique,total_count,tot_wt_g,shannon_index,species_count
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,1.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,5.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Sthenelais limicola,urn:lsid:marinespecies.org:taxname:131077,1.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,5.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,8.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Arctica islandica,urn:lsid:marinespecies.org:taxname:138802,4.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,3.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,187.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Yoldia myalis,urn:lsid:marinespecies.org:taxname:157006,8.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Ampelisca abdita,urn:lsid:marinespecies.org:taxname:158020,1.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,9.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,127.0,1868.0,1.7702279685819724,19
2010.02.014,45.14768333,-66.24478333,14,subtidal,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,2.0,1868.0,1.7702279685819724,19
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,43.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,2876.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,15.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,52.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Scoletoma tenuis,urn:lsid:marinespecies.org:taxname:382375,2.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Manayunkia aestuarina,urn:lsid:marinespecies.org:taxname:130926,1.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,3.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,18.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,4.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,10.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,2.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Rhodine loveni,urn:lsid:marinespecies.org:taxname:130331,1.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,12.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,1.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Aphelochaeta,urn:lsid:marinespecies.org:taxname:129240,1.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,37.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Naididae,urn:lsid:marinespecies.org:taxname:2039,217.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,60.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Thyasira gouldii,urn:lsid:marinespecies.org:taxname:141663,1.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Casco bigelowi,urn:lsid:marinespecies.org:taxname:158077,1.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Photis,urn:lsid:marinespecies.org:taxname:101563,2.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Edotia triloba,urn:lsid:marinespecies.org:taxname:157885,1.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,34.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,19.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,1.0,6733.0,0.9194623032886167,26
2010.02.015,45.1501,-66.25236667,15,subtidal,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,165.0,6733.0,0.9194623032886167,26
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,184.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Axiothella catenata,urn:lsid:marinespecies.org:taxname:130275,4.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,10.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,1.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Nephtys caeca,urn:lsid:marinespecies.org:taxname:130355,2.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,1.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,1.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,9.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Spiophanes bombyx,urn:lsid:marinespecies.org:taxname:131187,3.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,10.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,2.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,15.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Arctica islandica,urn:lsid:marinespecies.org:taxname:138802,1.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Bivalvia,urn:lsid:marinespecies.org:taxname:105,1.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Kurtiella planulata,urn:lsid:marinespecies.org:taxname:876479,1.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,16.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Ecrobia truncata,urn:lsid:marinespecies.org:taxname:574096,1.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Photis pollex,urn:lsid:marinespecies.org:taxname:102385,2.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Edotia triloba,urn:lsid:marinespecies.org:taxname:157885,5.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Diastylis polita,urn:lsid:marinespecies.org:taxname:157815,2.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,319.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,109.0,1808.0,1.614678050624748,23
2010.02.016,45.15658333,-66.25671667,16,subtidal,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,9.0,1808.0,1.614678050624748,23
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,17.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Capitella capitata,urn:lsid:marinespecies.org:taxname:129876,1.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Clymenella torquata,urn:lsid:marinespecies.org:taxname:130279,1.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,4.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Paraonis fulgens,urn:lsid:marinespecies.org:taxname:146932,2.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Leitoscoloplos acutus,urn:lsid:marinespecies.org:taxname:607421,13.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,3.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Phascolion (Phascolion) strombus strombus,urn:lsid:marinespecies.org:taxname:410749,4.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,4.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,60.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,18.0,1189.0,1.8462010247995218,12
2010.02.017,45.16575,-66.25015,17,subtidal,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,14.0,1189.0,1.8462010247995218,12
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,42.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Axiothella catenata,urn:lsid:marinespecies.org:taxname:130275,15.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,12.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,5.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,9.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Nephtys caeca,urn:lsid:marinespecies.org:taxname:130355,2.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,1.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,29.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,26.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,3.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Phyllodoce mucosa,urn:lsid:marinespecies.org:taxname:334512,1.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Phyllodoce,urn:lsid:marinespecies.org:taxname:129455,1.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Polycirrus eximius,urn:lsid:marinespecies.org:taxname:157533,2.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Polycirrus,urn:lsid:marinespecies.org:taxname:129710,9.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Spiophanes bombyx,urn:lsid:marinespecies.org:taxname:131187,1.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,17.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Sthenelais limicola,urn:lsid:marinespecies.org:taxname:131077,1.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,3.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,14.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,2.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,5.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,421.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Ecrobia truncata,urn:lsid:marinespecies.org:taxname:574096,4.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Ilyanassa trivittata,urn:lsid:marinespecies.org:taxname:467492,1.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Edotia triloba,urn:lsid:marinespecies.org:taxname:157885,1.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Diastylis sculpta,urn:lsid:marinespecies.org:taxname:157817,1.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,36.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,139.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,139.0,6403.0,1.9587436004967638,30
2010.02.018,45.16161667,-66.2447,18,subtidal,18,2,2010,Winter,Invertebrate eggs,urn:lsid:marinespecies.org:taxname:,1.0,6403.0,1.9587436004967638,30
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,19.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,2.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,1.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Alitta,urn:lsid:marinespecies.org:taxname:234848,1.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,5.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,2.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,2.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Paraonis fulgens,urn:lsid:marinespecies.org:taxname:146932,8.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,1.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Leitoscoloplos acutus,urn:lsid:marinespecies.org:taxname:607421,10.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Spiophanes bombyx,urn:lsid:marinespecies.org:taxname:131187,42.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Sthenelais limicola,urn:lsid:marinespecies.org:taxname:131077,1.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,7.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Phascolion (Phascolion) strombus strombus,urn:lsid:marinespecies.org:taxname:410749,2.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,1.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,11.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Yoldia,urn:lsid:marinespecies.org:taxname:138672,1.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Corophium volutator,urn:lsid:marinespecies.org:taxname:102101,2.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Wecomedon nobilis,urn:lsid:marinespecies.org:taxname:1255501,1.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Chiridotea tuftsii,urn:lsid:marinespecies.org:taxname:119031,1.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,7.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,14.0,1160.0,2.493049685587617,23
2010.02.019,45.15568333,-66.24491667,19,subtidal,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,10.0,1160.0,2.493049685587617,23
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,2.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,37.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,1.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Nephtys caeca,urn:lsid:marinespecies.org:taxname:130355,1.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,2.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,3.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,5.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Phyllodoce groenlandica,urn:lsid:marinespecies.org:taxname:334506,1.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,3.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Spiophanes bombyx,urn:lsid:marinespecies.org:taxname:131187,3.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,1.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Sthenelais limicola,urn:lsid:marinespecies.org:taxname:131077,2.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,6.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Arctica islandica,urn:lsid:marinespecies.org:taxname:138802,8.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Mya arenaria,urn:lsid:marinespecies.org:taxname:140430,1.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,1.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,35.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,97.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,40.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,8.0,2445.0,2.004670853428826,21
2010.02.020,45.15095,-66.24588333,20,subtidal,18,2,2010,Winter,Holothuroidea,urn:lsid:marinespecies.org:taxname:123083,1.0,2445.0,2.004670853428826,21
2010.02.021,45.15901667,-66.26161667,21,intertidal,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,186.0,1058.0,1.825596596442466,23
2010.02.021,45.15901667,-66.26161667,21,intertidal,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,124.0,1058.0,1.825596596442466,23
2010.02.021,45.15901667,-66.26161667,21,intertidal,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,79.0,1058.0,1.825596596442466,23
2010.02.021,45.15901667,-66.26161667,21,intertidal,18,2,2010,Winter,Leitoscoloplos acutus,urn:lsid:marinespecies.org:taxname:607421,15.0,1058.0,1.825596596442466,23
2010.02.021,45.15901667,-66.26161667,21,intertidal,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,12.0,1058.0,1.825596596442466,23
2010.02.021,45.15901667,-66.26161667,21,intertidal,18,2,2010,Winter,Capitella capitata,urn:lsid:marinespecies.org:taxname:129876,10.0,1058.0,1.825596596442466,23
2010.02.021,45.15901667,-66.26161667,21,intertidal,18,2,2010,Winter,Praxillella praetermissa,urn:lsid:marinespecies.org:taxname:130326,9.0,1058.0,1.825596596442466,23
2010.02.021,45.15901667,-66.26161667,21,intertidal,18,2,2010,Winter,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,8.0,1058.0,1.825596596442466,23
2010.02.021,45.15901667,-66.26161667,21,intertidal,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,8.0,1058.0,1.825596596442466,23
