set_id,lat,lon,station,strata_strate,day_jour,month_mois,year_année,season_saison,scientificName_Nom_scientifique,scientificNameID_Identifiant_du_nom_scientifique,total_count,tot_wt_g
2011.09.015,45.17948333,-66.24303333,15,channel,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,1,3899
2011.09.015,45.17948333,-66.24303333,15,channel,1,9,2011,Summer,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,1,3899
2011.09.015,45.17948333,-66.24303333,15,channel,1,9,2011,Summer,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,1,3899
2011.09.015,45.17948333,-66.24303333,15,channel,1,9,2011,Summer,Phoronis muelleri,urn:lsid:marinespecies.org:taxname:128549,1,3899
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,2,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,10,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,29,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Drilonereis magna,urn:lsid:marinespecies.org:taxname:157358,5,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Parexogone hebes,urn:lsid:marinespecies.org:taxname:757970,6,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,10,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Scoletoma fragilis,urn:lsid:marinespecies.org:taxname:130261,8,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Scoletoma tenuis,urn:lsid:marinespecies.org:taxname:382375,1,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,22,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,2,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,1,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,3,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,1,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,5,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Aphelochaeta,urn:lsid:marinespecies.org:taxname:129240,1,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,42,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Naididae,urn:lsid:marinespecies.org:taxname:2039,21,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Ampelisca abdita,urn:lsid:marinespecies.org:taxname:158020,1,3996
2011.09.016,45.18268333,-66.248,16,channel,1,9,2011,Summer,Saccoglossus kowalevskii,urn:lsid:marinespecies.org:taxname:137600,1,3996
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Cirratulidae,urn:lsid:marinespecies.org:taxname:919,2,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,3,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,19,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,1,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,1,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,1,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Polydora cornuta,urn:lsid:marinespecies.org:taxname:131143,1,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,1,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Spiophanes bombyx,urn:lsid:marinespecies.org:taxname:131187,1,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,15,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,41,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,1,2467
2011.09.017,45.18465,-66.2544,17,channel,1,9,2011,Summer,Conopeum reticulum,urn:lsid:marinespecies.org:taxname:111351,1,2467
2011.09.018,45.1862,-66.25833333,18,channel,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,1,4391
2011.09.018,45.1862,-66.25833333,18,channel,1,9,2011,Summer,Cerebratulus lacteus,urn:lsid:marinespecies.org:taxname:147322,1,4391
2011.09.018,45.1862,-66.25833333,18,channel,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,2,4391
2011.09.018,45.1862,-66.25833333,18,channel,1,9,2011,Summer,Microphthalmus aberrans,urn:lsid:marinespecies.org:taxname:130168,1,4391
2011.09.018,45.1862,-66.25833333,18,channel,1,9,2011,Summer,Spio filicornis,urn:lsid:marinespecies.org:taxname:131183,1,4391
2011.09.018,45.1862,-66.25833333,18,channel,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,1,4391
2011.09.018,45.1862,-66.25833333,18,channel,1,9,2011,Summer,Naididae,urn:lsid:marinespecies.org:taxname:2039,4,4391
2011.09.018,45.1862,-66.25833333,18,channel,1,9,2011,Summer,Ecrobia truncata,urn:lsid:marinespecies.org:taxname:574096,1,4391
2011.09.018,45.1862,-66.25833333,18,channel,1,9,2011,Summer,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,1,4391
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Turbellaria,urn:lsid:marinespecies.org:taxname:794,3,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,1,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Microphthalmus,urn:lsid:marinespecies.org:taxname:129313,2,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Polydora cornuta,urn:lsid:marinespecies.org:taxname:131143,2,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Spio setosa,urn:lsid:marinespecies.org:taxname:157573,1,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,1,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,4,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Nemertea,urn:lsid:marinespecies.org:taxname:152391,8,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,12,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Semibalanus balanoides,urn:lsid:marinespecies.org:taxname:106210,5,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Electra,urn:lsid:marinespecies.org:taxname:110904,1,2780
2011.09.019,45.18993333,-66.26146667,19,channel,1,9,2011,Summer,Conopeum reticulum,urn:lsid:marinespecies.org:taxname:111351,1,2780
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,7,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,13,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,2,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Polydora cornuta,urn:lsid:marinespecies.org:taxname:131143,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Spio filicornis,urn:lsid:marinespecies.org:taxname:131183,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,2,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Tubificoides benedii,urn:lsid:marinespecies.org:taxname:137571,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Naididae,urn:lsid:marinespecies.org:taxname:2039,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Mya arenaria,urn:lsid:marinespecies.org:taxname:140430,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Corophium volutator,urn:lsid:marinespecies.org:taxname:102101,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Photis,urn:lsid:marinespecies.org:taxname:101563,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Phoronis psammophila,urn:lsid:marinespecies.org:taxname:128552,1,1590
2011.09.020,45.18015,-66.24695,20,channel,1,9,2011,Summer,Saccoglossus kowalevskii,urn:lsid:marinespecies.org:taxname:137600,2,1590
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,118,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,12,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,4,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,3,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,3,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,3,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,2,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,2,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Tharyx,urn:lsid:marinespecies.org:taxname:129249,1,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,1,2834
2011.09.021,45.17988333,-66.24995,21,intertidal,1,9,2011,Summer,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,1,2834
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,29,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,6,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,5,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,3,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,3,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,3,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,2,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,2,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,2,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,2,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Hydrachnidia,urn:lsid:marinespecies.org:taxname:738272,2,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Axiothella catenata,urn:lsid:marinespecies.org:taxname:130275,1,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Capitella capitata,urn:lsid:marinespecies.org:taxname:129876,1,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Tubificoides benedii,urn:lsid:marinespecies.org:taxname:137571,1,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Naididae,urn:lsid:marinespecies.org:taxname:2039,1,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Ensis leei,urn:lsid:marinespecies.org:taxname:876640,1,2328
2011.09.022,45.17761667,-66.2461,22,intertidal,1,9,2011,Summer,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,1,2328
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Manayunkia aestuarina,urn:lsid:marinespecies.org:taxname:130926,1327,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,235,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,135,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Ecrobia truncata,urn:lsid:marinespecies.org:taxname:574096,101,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Polydora cornuta,urn:lsid:marinespecies.org:taxname:131143,42,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Cirratulidae,urn:lsid:marinespecies.org:taxname:919,37,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,21,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,9,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,9,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,8,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,2,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Macoma balthica,urn:lsid:marinespecies.org:taxname:141579,2,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,2,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Capitella capitata,urn:lsid:marinespecies.org:taxname:129876,1,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,1,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Fabricia stellaris,urn:lsid:marinespecies.org:taxname:130913,1,3220
2011.09.023,45.17776667,-66.23883333,23,intertidal,1,9,2011,Summer,Chironomidae,urn:lsid:marinespecies.org:taxname:118100,1,3220
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,465,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Naididae,urn:lsid:marinespecies.org:taxname:2039,456,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Manayunkia aestuarina,urn:lsid:marinespecies.org:taxname:130926,441,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,33,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Polydora cornuta,urn:lsid:marinespecies.org:taxname:131143,26,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Aphelochaeta,urn:lsid:marinespecies.org:taxname:129240,1,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,25,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,24,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,16,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Saccoglossus kowalevskii,urn:lsid:marinespecies.org:taxname:137600,5,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Alitta virens,urn:lsid:marinespecies.org:taxname:234851,3,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Mediomastus ambiseta,urn:lsid:marinespecies.org:taxname:157482,1,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Polycirrus,urn:lsid:marinespecies.org:taxname:129710,1,5455
2011.09.024,45.17438333,-66.2332,24,intertidal,1,9,2011,Summer,Ampelisca abdita,urn:lsid:marinespecies.org:taxname:158020,1,5455
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,181,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,30,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,22,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Polycirrus medusa,urn:lsid:marinespecies.org:taxname:131531,19,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,17,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,10,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,9,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,7,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,4,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,4,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,4,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,3,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Ecrobia truncata,urn:lsid:marinespecies.org:taxname:574096,3,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Ophelina acuminata,urn:lsid:marinespecies.org:taxname:130500,2,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Manayunkia aestuarina,urn:lsid:marinespecies.org:taxname:130926,2,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Capitella capitata,urn:lsid:marinespecies.org:taxname:129876,1,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Axiothella catenata,urn:lsid:marinespecies.org:taxname:130275,1,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,1,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,1,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Fabricia stellaris,urn:lsid:marinespecies.org:taxname:130913,1,3132
2011.09.025,45.16796667,-66.2282,25,intertidal,1,9,2011,Summer,Polycirrus,urn:lsid:marinespecies.org:taxname:129710,1,3132
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,28,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Naididae,urn:lsid:marinespecies.org:taxname:2039,22,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,18,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,16,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Polycirrus,urn:lsid:marinespecies.org:taxname:129710,9,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,9,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,8,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,8,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,8,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,5,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Manayunkia aestuarina,urn:lsid:marinespecies.org:taxname:130926,3,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,3,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Parexogone hebes,urn:lsid:marinespecies.org:taxname:757970,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Goniada maculata,urn:lsid:marinespecies.org:taxname:130140,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Mediomastus ambiseta,urn:lsid:marinespecies.org:taxname:157482,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Microphthalmus aberrans,urn:lsid:marinespecies.org:taxname:130168,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Polydora cornuta,urn:lsid:marinespecies.org:taxname:131143,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Tubificoides benedii,urn:lsid:marinespecies.org:taxname:137571,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Priapulus caudatus,urn:lsid:marinespecies.org:taxname:101160,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Phoronis psammophila,urn:lsid:marinespecies.org:taxname:128552,1,4904
2011.09.026,45.16443333,-66.22783333,26,intertidal,1,9,2011,Summer,Saccoglossus kowalevskii,urn:lsid:marinespecies.org:taxname:137600,1,4904
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,196,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,183,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,179,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,58,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,18,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Dipolydora quadrilobata,urn:lsid:marinespecies.org:taxname:131121,9,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,8,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,8,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Capitella capitata,urn:lsid:marinespecies.org:taxname:129876,7,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,7,4465
2011.09.027,45.16175,-66.23966667,27,intertidal,1,9,2011,Summer,Parexogone hebes,urn:lsid:marinespecies.org:taxname:757970,7,4465
