set_id,day_jour,month_mois,year_année,station,lat,lon,depth_m_profondeur_m,time_heure,strata_strate,season_saison,wt_a_g,wt_b_g,wt_c_g,tot_wt_g,comments_commentaires
2015.08.025,27,8,2015,25,45.15206,-66.24217,8.2,16:58,subtidal,Summer,1628,2292,2194,6114,
2015.08.026,27,8,2015,26,45.15132,-66.23825,5.3,17:12,subtidal,Summer,875,1832,108,2815,
2015.08.027,27,8,2015,27,45.15356,-66.23567,3.9,17:22,subtidal,Summer,1766,1015,2350,5131,
2015.08.028,27,8,2015,28,45.15779,-66.2338,3,17:30,subtidal,Summer,230,560,422,1212,
2015.08.029,27,8,2015,29,45.15942,-66.23759,3.3,17:36,subtidal,Summer,388,387,662,1437,
2015.08.030,27,8,2015,30,45.14748,-66.25175,5.3,17:43,subtidal,Summer,2157,1256,428,3841,
2015.11.001,10,11,2015,1,45.16414,-66.27005,2.7,14:25,intertidal,Autumn,1036,995,1234,3265,
2015.11.002,10,11,2015,2,45.16556,-66.26995,2.1,14:31,intertidal,Autumn,845,896,731,2472,
2015.11.003,10,11,2015,3,45.16072,-66.26328,6.1,14:38,intertidal,Autumn,210,790,490,1490,
2015.11.004,10,11,2015,4,45.17578,-66.24816,6.1,14:49,intertidal,Autumn,1054,1985,1852,4891,
2015.11.005,10,11,2015,5,45.17818,-66.24892,5.1,14:52,intertidal,Autumn,2133,1945,2047,6125,
2015.11.006,10,11,2015,6,45.18205,-66.2523,4.7,14:56,intertidal,Autumn,2441,2079,2182,6702,
2015.11.007,10,11,2015,7,45.17989,-66.24113,4.5,15:03,intertidal,Autumn,1800,1573,1686,5059,Missed 7A. That was just an estimate
2015.11.008,10,11,2015,8,45.17634,-66.23741,2.9,15:08,intertidal,Autumn,1227,1764,1884,4875,
2015.11.009,10,11,2015,9,45.17167,-66.2309,4.7,15:14,intertidal,Autumn,1196,1816,1880,4892,
2015.11.010,10,11,2015,10,45.167,-66.23121,5.8,15:21,intertidal,Autumn,802,1374,1510,3686,
2015.11.011,10,11,2015,11,45.18349,-66.25048,11,15:33,channel,Autumn,516,1948,841,3305,
2015.11.012,10,11,2015,12,45.1822,-66.24959,6.6,15:36,channel,Autumn,1902,2182,1825,5909,
2015.11.013,10,11,2015,13,45.18236,-66.24646,7.1,15:40,channel,Autumn,2077,2226,522,4825,
2015.11.014,10,11,2015,14,45.1801,-66.24534,6.5,15:44,channel,Autumn,1652,1435,704,3791,
2015.11.015,10,11,2015,15,45.17797,-66.24297,7,15:50,channel,Autumn,1082,712,1368,3162,
2015.11.016,10,11,2015,16,45.17594,-66.24198,7.2,15:56,channel,Autumn,1656,1780,1872,5308,
2015.11.017,10,11,2015,17,45.17447,-66.24086,8.3,16:00,channel,Autumn,2214,1716,1832,5762,
2015.11.018,10,11,2015,18,45.17158,-66.2408,8.6,16:05,channel,Autumn,1187,1670,1555,4412,
2015.11.019,10,11,2015,19,45.1694,-66.24101,8.8,16:11,channel,Autumn,2108,1798,1958,5864,
2015.11.020,10,11,2015,20,45.16635,-66.24237,8.1,16:15,channel,Autumn,1762,1658,1868,5288,
2015.11.021,10,11,2015,21,45.16889,-66.24632,5.9,16:19,subtidal,Autumn,1647,1689,1702,5038,
2015.11.022,10,11,2015,22,45.16812,-66.25112,6.1,16:23,subtidal,Autumn,551,235,268,1054,
2015.11.023,10,11,2015,23,45.1633,-66.25495,6.1,16:32,subtidal,Autumn,408,473,358,1239,
2015.11.024,10,11,2015,24,45.15829,-66.25467,7.1,16:38,subtidal,Autumn,784,1010,543,2337,
2015.11.025,10,11,2015,25,45.15179,-66.25637,6.5,16:44,subtidal,Autumn,2272,2343,2269,6884,
2015.11.026,10,11,2015,26,45.15831,-66.24544,7.6,16:51,subtidal,Autumn,500,697,341,1538,
2015.11.027,10,11,2015,27,45.15863,-66.23897,6.7,16:56,subtidal,Autumn,961,402,506,1869,
2015.11.028,10,11,2015,28,45.16285,-66.23285,5.2,17:02,subtidal,Autumn,684,1007,560,2251,
2015.11.029,10,11,2015,29,45.1558,-66.23562,6.1,17:09,subtidal,Autumn,1263,296,285,1844,
2015.11.030,10,11,2015,30,45.14918,-66.24389,11.8,17:17,subtidal,Autumn,2027,1752,2324,6103,
2016.01.001,25,1,2016,1ns,45.14158,-66.26311,7,14:33,subtidal,Winter,,,,,no sample taken
2016.01.001,25,1,2016,1ns,45.14248,-66.2629,7.9,14:37,subtidal,Winter,,,,,no sample taken
2016.01.001,25,1,2016,1,45.14455,-66.24793,15.9,14:43,subtidal,Winter,1846,2264,1953,6063,
2016.01.002,25,1,2016,2,45.14542,-66.24922,14.2,14:49,subtidal,Winter,967,1717,1727,4411,
2016.01.003,25,1,2016,3,45.14757,-66.25099,9.9,14:54,subtidal,Winter,2109,2124,2232,6465,
2016.01.004,25,1,2016,4,45.15248,-66.25071,9.3,14:59,subtidal,Winter,1962,832,1939,4733,
2016.01.005,25,1,2016,5,45.15694,-66.24955,8.6,15:04,subtidal,Winter,414,316,163,893,
2016.01.006,25,1,2016,6,45.15677,-66.24365,9.3,15:09,subtidal,Winter,405,335,468,1208,
2016.01.007,25,1,2016,7,45.15773,-66.23724,8.1,15:14,subtidal,Winter,1354,1053,1485,3892,
2016.01.008,25,1,2016,8,45.16041,-66.23427,7.4,15:18,subtidal,Winter,743,4385,336,5464,
2016.01.009,25,1,2016,9,45.16006,-66.24839,8.6,15:24,subtidal,Winter,329,162,300,791,
2016.01.010,25,1,2016,10,45.15997,-66.25611,7.7,15:31,subtidal,Winter,112,233,196,541,
2016.01.011,25,1,2016,11,45.15818,-66.26277,6.6,15:37,intertidal,Winter,542,900,342,1784,
2016.01.012,25,1,2016,12,45.16069,-66.26356,6.1,15:41,intertidal,Winter,357,453,684,1494,
2016.01.013,25,1,2016,13,45.17071,-66.2431,6.9,15:50,intertidal,Winter,1742,1595,1673,5010,
2016.01.014,25,1,2016,14,45.17364,-66.24345,7.1,16:06,intertidal,Winter,1594,1987,1792,5373,
2016.01.015,25,1,2016,15,45.17649,-66.24634,6.8,16:10,intertidal,Winter,838,1071,787,2696,
2016.01.016,25,1,2016,16,45.17962,-66.24943,5.7,16:14,intertidal,Winter,1649,1901,1651,5201,
2016.01.017,25,1,2016,17,45.17941,-66.2411,5.2,16:19,intertidal,Winter,1526,1788,1839,5153,
2016.01.018,25,1,2016,18,45.17588,-66.24783,4.2,16:23,intertidal,Winter,672,1473,1401,3546,
2016.01.019,25,1,2016,19,45.1746,-66.23243,4.5,16:27,intertidal,Winter,1936,1487,1630,5053,
2016.01.020,25,1,2016,20,45.16952,-66.23168,5.8,16:31,intertidal,Winter,1332,1792,1433,4557,
2016.01.021,25,1,2016,21,45.16706,-66.24201,9.7,16:38,channel,Winter,1628,1563,48,3239,
2016.01.022,25,1,2016,22,45.16863,-66.24115,10.2,16:45,channel,Winter,1800,1746,1026,4572,
2016.01.023,25,1,2016,23,45.17208,-66.24072,9.8,16:51,channel,Winter,1435,1529,1137,4101,
2016.01.024,25,1,2016,24,45.17608,-66.24228,7.5,16:57,channel,Winter,1387,293,951,2631,
2016.01.025,25,1,2016,25,45.17902,-66.24468,7.2,17:02,channel,Winter,1437,1391,1209,4037,
2016.01.026,25,1,2016,26,45.18235,-66.24576,8.1,17:09,channel,Winter,886,1290,1453,3629,
2016.01.027,25,1,2016,27,45.18267,-66.24966,8.5,17:15,channel,Winter,1831,1685,1637,5153,
2016.01.028,25,1,2016,28,45.1836,-66.25199,10.7,17:19,channel,Winter,1715,1855,1665,5235,
2016.01.029,25,1,2016,29,45.18555,-66.25484,8.6,17:24,channel,Winter,128,318,61,507,
2016.01.030,25,1,2016,30,45.18862,-66.25916,18.3,17:31,channel,Winter,1504,1837,,3341,
2016.09.001,1,9,2016,1,45.14331,-66.26158,9.5,14:11,subtidal,Summer,1626,657,288,2571,
2016.09.002,1,9,2016,2,45.14306,-66.26341,7.9,14:20,subtidal,Summer,840,501,584,1925,
2016.09.003,1,9,2016,3,45.1565,-66.23486,7.7,14:33,subtidal,Summer,280,210,194,684,
2016.09.004,1,9,2016,4,45.15664,-66.23217,7.5,14:40,subtidal,Summer,,,610,610,"A, B samples not taken"
2016.09.005,1,9,2016,5,45.16546,-66.22901,6.1,14:51,intertidal,Summer,392,171,208,771,
2016.09.006,1,9,2016,6,45.16907,-66.22747,5.5,14:59,intertidal,Summer,1655,1553,246,3454,
2016.09.007,1,9,2016,7,45.17121,-66.23309,2,15:07,intertidal,Summer,1380,1828,1726,4934,
2016.09.008,1,9,2016,8,45.17275,-66.23767,4.4,15:13,intertidal,Summer,1144,1175,804,3123,
2016.09.009,1,9,2016,9,45.1786,-66.2391,4.8,15:19,intertidal,Summer,1452,1562,1669,4683,"coordinate, time, depth taken from sonde"
2016.09.010,1,9,2016,10,45.17429,-66.24476,6.8,15:26,intertidal,Summer,305,584,535,1424,
2016.09.011,1,9,2016,11,45.17488,-66.24723,6.6,15:31,intertidal,Summer,1211,1110,1096,3417,
2016.09.012,1,9,2016,12,45.17799,-66.24846,1.8,15:36,intertidal,Summer,758,776,987,2521,
2016.09.013,1,9,2016,13,45.18052,-66.24957,5.9,15:40,intertidal,Summer,1366,1068,1407,3841,
2016.09.014,1,9,2016,14,45.18217,-66.25238,4.9,15:45,intertidal,Summer,1917,1831,1859,5607,
2016.09.015,1,9,2016,15,45.18429,-66.25354,13.5,15:50,channel,Summer,2051,423,1641,4115,
2016.09.016,1,9,2016,16,45.18361,-66.25114,11.5,15:56,channel,Summer,1329,241,423,1993,
2016.09.017,1,9,2016,17,45.18241,-66.24641,7.9,16:04,channel,Summer,1914,1916,1668,5498,
2016.09.018,1,9,2016,18,45.17975,-66.24358,8.4,16:09,channel,Summer,1198,362,640,2200,
2016.09.019,1,9,2016,19,45.17707,-66.2422,8.6,16:13,channel,Summer,695,1217,948,2860,
2016.09.020,1,9,2016,20,45.17441,-66.24135,7.4,16:18,channel,Summer,1320,1580,1373,4273,
2016.09.021,1,9,2016,21,45.17186,-66.24058,,16:22,channel,Summer,2033,1678,1474,5185,depth not measured
2016.09.022,1,9,2016,22,45.16997,-66.24098,9.5,16:29,channel,Summer,1651,1175,1335,4161,
2016.09.023,1,9,2016,23,45.16793,-66.24178,9.4,16:34,channel,Summer,1337,1147,1327,3811,
2016.09.024,1,9,2016,24,45.16626,-66.24243,8.8,16:38,channel,Summer,1269,1412,1666,4347,
2016.09.025,1,9,2016,25,45.16733,-66.24674,7.1,16:42,subtidal,Summer,180,131,184,495,
2016.09.026,1,9,2016,26,45.16631,-66.25062,6.9,16:47,subtidal,Summer,186,232,252,670,
2016.09.027,1,9,2016,27,45.16316,-66.25193,7.3,16:51,subtidal,Summer,220,559,213,992,
2016.09.028,1,9,2016,28,45.16191,-66.25628,6.8,16:55,subtidal,Summer,203,155,330,688,
2016.09.029,1,9,2016,29,45.15649,-66.2512,8.5,17:01,subtidal,Summer,426,1295,279,2000,
2016.09.030,1,9,2016,30,45.1525,-66.24707,10.5,18:07,subtidal,Summer,1196,719,1629,3544,
2016.12.001,2,12,2016,1,45.14203,-66.25927,10.8,15:13,subtidal,Autumn,0,1490,806,2296,1A no sample
2016.12.002,2,12,2016,2,45.14163,-66.26181,9.5,15:22,subtidal,Autumn,1990,2195,2156,6341,
2016.12.003,2,12,2016,3,45.14596,-66.25015,11.5,15:32,subtidal,Autumn,2141,1668,2359,6168,
2016.12.004,2,12,2016,4,45.1474,-66.25282,9.5,15:41,subtidal,Autumn,982,2136,1047,4165,
2016.12.005,2,12,2016,5,45.15328,-66.25513,7.6,15:47,subtidal,Autumn,2359,798,2360,5517,
2016.12.006,2,12,2016,6,45.15735,-66.25906,6.6,15:52,subtidal,Autumn,1654,1683,850,4187,
2016.12.007,2,12,2016,7,45.16278,-66.24873,7.1,15:59,subtidal,Autumn,167,0,132,299,7B no sample
2016.12.008,2,12,2016,8,45.15877,-66.24256,8.7,16:08,subtidal,Autumn,2440,797,267,3504,
2016.12.009,2,12,2016,9,45.15905,-66.23645,8,16:14,subtidal,Autumn,746,398,390,1534,
2016.12.010,2,12,2016,10,45.16201,-66.23696,7,16:21,subtidal,Autumn,0,128,201,329,10A no sample
2016.12.011,2,12,2016,11,45.16643,-66.23382,6,16:29,intertidal,Autumn,1451,1472,1421,4344,
2016.12.012,2,12,2016,12,45.16726,-66.23086,5.8,16:33,intertidal,Autumn,415,0,123,538,12B no sample
2016.12.013,2,12,2016,13,45.16818,-66.22546,5.3,16:38,intertidal,Autumn,1411,1047,1574,4032,
2016.12.014,2,12,2016,14,45.17074,-66.22658,5,16:43,intertidal,Autumn,1386,422,263,2071,
2016.12.015,2,12,2016,15,45.17158,-66.23075,4.9,16:48,intertidal,Autumn,1419,35,1626,3080,
2016.12.016,2,12,2016,16,45.17462,-66.23221,3.9,16:55,intertidal,Autumn,1481,507,1375,3363,
2016.12.017,2,12,2016,17,45.17632,-66.2386,3.8,17:01,intertidal,Autumn,1714,1456,1040,4210,
2016.12.018,2,12,2016,18,45.17276,-66.24376,6.7,17:07,intertidal,Autumn,1270,72,328,1670,
2016.12.019,2,12,2016,19,45.177,-66.24842,5.8,17:16,intertidal,Autumn,237,877,63,1177,
2016.12.020,2,12,2016,20,45.17961,-66.2508,3.6,17:23,intertidal,Autumn,2193,1967,1235,5395,
2016.12.021,2,12,2016,21,45.1856,-66.2557,15.5,17:30,channel,Autumn,192,414,599,1205,21A mostly rock
2016.12.022,2,12,2016,22,45.1823,-66.25017,6.9,17:38,channel,Autumn,228,904,1812,2944,
2016.12.023,2,12,2016,23,45.18185,-66.24625,6.5,17:42,channel,Autumn,1668,338,160,2166,
2016.12.024,2,12,2016,24,45.17818,-66.24326,6.9,17:47,channel,Autumn,0,1254,1539,2793,24A no sample
2016.12.025,2,12,2016,25,45.17556,-66.24143,8.6,17:53,channel,Autumn,1198,108,260,1566,
2016.12.026,2,12,2016,26,45.17382,-66.24056,8.9,17:58,channel,Autumn,1666,1550,1173,4389,
2016.12.027,2,12,2016,27,45.17181,-66.24069,8.9,18:04,channel,Autumn,135,1379,57,1571,
2016.12.028,2,12,2016,28,45.16914,-66.24164,6.4,18:09,channel,Autumn,242,459,198,899,
2016.12.029,2,12,2016,29,45.1668,-66.24186,8.9,18:13,channel,Autumn,49,216,1232,1497,
2016.12.030,2,12,2016,30,45.16758,-66.24238,6.6,18:17,channel,Autumn,1258,454,29,1741,
2017.02.001,28,2,2017,1,45.1589,-66.26408,5.7,15:22,intertidal,Winter,220,256,224,700,
2017.02.002,28,2,2017,2,45.16162,-66.26668,5.1,15:41,intertidal,Winter,298,1632,246,2176,
2017.02.003,28,2,2017,3,45.17799,-66.24874,5.5,15:58,intertidal,Winter,442,1100,716,2258,
2017.02.004,28,2,2017,4,45.18042,-66.25159,4,16:09,intertidal,Winter,340,1194,1662,3196,
2017.02.005,28,2,2017,5,45.18435,-66.2484,5.9,16:15,intertidal,Winter,262,,,262,No B or C sample
2017.02.006,28,2,2017,6,45.17991,-66.2406,4.7,16:27,intertidal,Winter,1522,1886,1448,4856,
2017.02.007,28,2,2017,7,45.17903,-66.2379,3.9,16:34,intertidal,Winter,1498,1670,1358,4526,
2017.02.008,28,2,2017,8,45.17426,-66.23551,4.5,16:41,intertidal,Winter,2064,1050,920,4034,
2017.02.009,28,2,2017,9,45.17022,-66.23698,4.7,16:46,intertidal,Winter,1192,1502,1584,4278,
2017.02.010,28,2,2017,10,45.16969,-66.23432,5.5,16:53,intertidal,Winter,1332,1312,1328,3972,
2017.02.011,28,2,2017,11,45.16877,-66.24135,10.2,16:58,channel,Winter,1302,330,1380,3012,
2017.02.012,28,2,2017,12,45.17028,-66.24154,7.1,17:07,channel,Winter,1280,658,1130,3068,
2017.02.013,28,2,2017,13,45.17233,-66.2411,7.6,17:13,channel,Winter,1758,970,1662,4390,
2017.02.014,28,2,2017,14,45.17511,-66.24213,7.1,17:16,channel,Winter,1242,1136,1430,3808,
2017.02.015,28,2,2017,15,45.17738,-66.24286,7.6,17:24,channel,Winter,402,1230,1082,2714,
2017.02.016,28,2,2017,16,45.17911,-66.24458,7.4,17:30,channel,Winter,1196,1002,902,3100,
2017.02.017,28,2,2017,17,45.1807,-66.24631,7.4,17:36,channel,Winter,1490,1574,1536,4600,
2017.02.018,28,2,2017,18,45.18209,-66.24808,7.6,17:41,channel,Winter,814,1036,1936,3786,
2017.02.019,28,2,2017,19,45.18236,-66.24939,7.5,17:46,channel,Winter,518,1630,1394,3542,
2017.02.020,28,2,2017,20,45.18295,-66.2502,8.3,17:50,channel,Winter,1714,1628,1732,5074,
2017.02.021,28,2,2017,21,45.1672,-66.24764,8.4,18:01,subtidal,Winter,64,78,44,186,
2017.02.022,28,2,2017,22,45.15901,-66.24988,8.8,18:09,subtidal,Winter,98,156,128,382,
2017.02.023,28,2,2017,23,45.15573,-66.25019,9.3,18:16,subtidal,Winter,212,42,38,292,
2017.02.024,28,2,2017,24,45.15119,-66.25538,7.8,18:27,subtidal,Winter,2404,1250,960,4614,
2017.02.025,28,2,2017,25,45.14805,-66.25345,8.2,18:33,subtidal,Winter,650,1128,1594,3372,
2017.02.026,28,2,2017,26,45.14959,-66.24787,11.9,18:39,subtidal,Winter,296,70,1288,1654,
2017.02.027,28,2,2017,27,45.1501,-66.23849,9.8,18:50,subtidal,Winter,1482,114,2214,3810,
2017.02.028,28,2,2017,28,45.15298,-66.23508,7.6,19:01,subtidal,Winter,796,702,716,2214,
2017.02.029,28,2,2017,29,45.15447,-66.23368,6.8,19:06,subtidal,Winter,120,72,378,570,
2017.02.030,28,2,2017,30,45.15667,-66.23672,6.8,19:12,subtidal,Winter,534,192,1314,2040,
2017.11.001,21,11,2017,1,45.14333314,-66.26164916,8.5,15:36,subtidal,Autumn,1668,1124,1286,4078,
2017.11.002,21,11,2017,2,45.14228415,-66.26206381,9.7,15:46,subtidal,Autumn,1784,2296,1598,5678,
2017.11.003,21,11,2017,3,45.14963298,-66.23702464,9.5,15:57,subtidal,Autumn,1988,1534,1004,4526,
2017.11.004,21,11,2017,4,45.15176886,-66.23543828,8.6,16:05,subtidal,Autumn,1428,1152,714,3294,
2017.11.005,21,11,2017,5,45.15405712,-66.23461811,7.8,16:14,subtidal,Autumn,156,112,172,440,
2017.11.006,21,11,2017,6,45.16010164,-66.23310383,7.1,16:20,subtidal,Autumn,74,32,246,352,
2017.11.007,21,11,2017,7,45.16537017,-66.22992215,6.2,16:27,intertidal,Autumn,104,140,108,352,
2017.11.008,21,11,2017,8,45.1676643,-66.22884046,5.6,16:38,intertidal,Autumn,956,1106,1488,3550,
2017.11.009,21,11,2017,9,45.17012347,-66.22885857,5.2,16:44,intertidal,Autumn,222,102,1972,2296,
2017.11.010,21,11,2017,10,45.17369458,-66.23480737,3.9,16:51,intertidal,Autumn,1576,1540,846,3962,
2017.11.011,21,11,2017,11,45.17823757,-66.23930502,3.6,16:59,intertidal,Autumn,1486,1810,1652,4948,
2017.11.012,21,11,2017,12,45.18390466,-66.24671403,5.5,17:07,intertidal,Autumn,724,178,272,1174,
2017.11.013,21,11,2017,13,45.18365052,-66.25168936,12.5,17:17,channel,Autumn,88,1558,356,2002,
2017.11.014,21,11,2017,14,45.18229097,-66.24617323,7.7,17:26,channel,Autumn,986,1874,1260,4120,
2017.11.015,21,11,2017,15,45.17929863,-66.24270304,8.3,17:33,channel,Autumn,1314,1144,854,3312,
2017.11.016,21,11,2017,16,45.17584219,-66.24088241,8.4,17:39,channel,Autumn,1696,1676,1834,5206,
2017.11.017,21,11,2017,17,45.17210604,-66.24021538,8.9,17:45,channel,Autumn,596,912,1238,2746,
2017.11.018,21,11,2017,18,45.16936733,-66.24133302,9.1,17:54,channel,Autumn,1524,1342,1468,4334,
2021.09.001,23,9,2021,1,45.1431,-66.2625,7.7,14:58,subtidal,Autumn,2108,2234,1242,5584,
2021.09.002,23,9,2021,2,45.1423,-66.2619,8.9,15:03,subtidal,Autumn,374,996,2100,3470,
2021.09.003,23,9,2021,3,45.1464,-66.2506,10,15:15,subtidal,Autumn,1136,916,288,2340,
2021.09.004,23,9,2021,4,45.1489,-66.25,9.2,15:22,subtidal,Autumn,1134,582,212,1928,
2021.09.005,23,9,2021,5,45.151,-66.2489,8.8,15:27,subtidal,Autumn,2402,1654,132,4188,
2021.09.006,23,9,2021,6,45.1539,-66.2475,9.5,15:32,subtidal,Autumn,1528,2376,1180,5084,
2021.09.007,23,9,2021,7,45.1555,-66.2454,8.8,15:37,subtidal,Autumn,214,122,0,336,
2021.09.008,23,9,2021,8,45.1555,-66.2423,9.6,15:46,subtidal,Autumn,2207,1460,2298,5965,
2021.09.009,23,9,2021,9,45.1544,-66.2399,9,15:52,subtidal,Autumn,1252,1852,1686,4790,
2021.09.010,23,9,2021,10,45.1519,-66.2391,9.3,16:01,subtidal,Autumn,2292,776,2110,5178,
2021.09.011,23,9,2021,11,45.1648,-66.2285,6,16:12,intertidal,Autumn,570,554,400,1524,
2021.09.012,23,9,2021,12,45.1671,-66.2309,5.9,16:20,intertidal,Autumn,56,512,208,776,
2021.09.013,23,9,2021,13,45.1698,-66.2323,5.1,16:26,intertidal,Autumn,2112,806,1048,3966,
2021.09.014,23,9,2021,14,45.1713,-66.2351,4.2,16:31,intertidal,Autumn,266,1370,346,1982,
2021.09.015,23,9,2021,15,45.1719,-66.2385,4.1,16:37,intertidal,Autumn,1342,542,146,2030,
2021.09.016,23,9,2021,16,45.1761,-66.2482,6.1,16:45,intertidal,Autumn,826,64,1274,2164,
2021.09.017,23,9,2021,17,45.1787,-66.2488,5.4,16:49,intertidal,Autumn,1364,18,432,1814,
2021.09.018,23,9,2021,18,45.1811,-66.2513,4.2,16:55,intertidal,Autumn,1936,950,1954,4840,
2021.09.019,23,9,2021,19,45.1672,-66.2561,4.1,17:12,intertidal,Autumn,308,116,146,570,
2021.09.020,23,9,2021,20,45.1614,-66.263,6.1,17:20,intertidal,Autumn,286,172,38,496,
2021.09.021,23,9,2021,21,45.1654,-66.2427,8.4,17:31,channel,Autumn,1668,44,790,2502,
2021.09.022,23,9,2021,22,45.167,-66.2418,9.2,17:37,channel,Autumn,0,1612,1992,3604,
2021.09.023,23,9,2021,23,45.1689,-66.2408,9.5,17:43,channel,Autumn,380,196,1940,2516,
2021.09.024,23,9,2021,24,45.171,-66.2409,9.1,17:53,channel,Autumn,1614,2306,612,4532,
2021.09.025,23,9,2021,25,45.1733,-66.2405,8.8,17:59,channel,Autumn,48,194,1056,1298,
2021.09.026,23,9,2021,26,45.1757,-66.2411,8.6,18:04,channel,Autumn,2424,1000,2328,5752,
2021.09.027,23,9,2021,27,45.1783,-66.2425,7.9,18:10,channel,Autumn,332,2254,82,2668,
2021.09.028,23,9,2021,28,45.1806,-66.2441,7.7,18:13,channel,Autumn,1084,42,92,1218,
2021.09.029,23,9,2021,29,45.1824,-66.2459,7.3,18:19,channel,Autumn,354,0,1734,2088,
2021.09.030,23,9,2021,30,45.1837,-66.2486,6.8,18:23,channel,Autumn,66,2156,1404,3626,
